,emp_title,emp_length,state,homeownership
8338,dental  hygienist,10.0,WV,RENT
8339,owner,8.0,IL,OWN
8340,director of female reproductive services,6.0,TX,MORTGAGE
8341,business officer,10.0,DC,RENT
8342,member services senior associate ,7.0,MD,RENT
8343,senior bio med/ account manager,10.0,AR,RENT
8344,corrections officer,3.0,MI,MORTGAGE
8345,chemical process operator,10.0,VA,MORTGAGE
8346,post doctoral associate,0.0,MA,RENT
8347,sales consultant,5.0,CO,MORTGAGE
8348,,,NV,RENT
8349,account manager,4.0,OH,MORTGAGE
8350,pharmacist ,0.0,NV,RENT
8351,english teacher,10.0,CA,RENT
8352,dental assistent ,3.0,WA,OWN
8353,neighborhood development manager,7.0,TX,MORTGAGE
8354,vice president default services,2.0,TX,MORTGAGE
8355,program director,3.0,CA,RENT
8356,instructor,3.0,CA,RENT
8357,ssgt,10.0,AR,RENT
8358,conductor,9.0,LA,MORTGAGE
8359,owner,7.0,WV,MORTGAGE
8360,driver,3.0,TX,RENT
8361,court reporter,10.0,NY,RENT
8362,sales,5.0,OR,MORTGAGE
8363,electrical worker,10.0,IL,MORTGAGE
8364,repair technician,10.0,TX,MORTGAGE
8365,implementation consultant,10.0,CA,MORTGAGE
8366,principal,2.0,WI,MORTGAGE
8367,cook,3.0,CA,RENT
8368,senior digital operator,10.0,CA,RENT
8369,senior master auto tech,10.0,WA,MORTGAGE
8370,transaction coordinator,3.0,AZ,RENT
8371,customer service,9.0,TX,RENT
8372,dental assistant,9.0,NY,MORTGAGE
8373,management ,10.0,FL,OWN
8374,qa lead,2.0,TX,RENT
8375,cook,10.0,MI,RENT
8376,director of administration,9.0,AZ,RENT
8377,nail technician/ esthetician,10.0,FL,OWN
8378,administrator,8.0,MO,MORTGAGE
8379,customer service,2.0,CA,RENT
8380,senior associate,4.0,IL,MORTGAGE
8381,director of revenue management,3.0,CA,RENT
8382,sales ,3.0,NV,RENT
8383,project manager,10.0,CA,RENT
8384,,10.0,WV,MORTGAGE
8385,,,NY,MORTGAGE
8386,librarian assistant,5.0,CO,RENT
8387,supervisor,4.0,GA,OWN
8388,collection development librarian,7.0,OH,RENT
8389,analytic researcher,0.0,OK,MORTGAGE
8390,intern pharmacist,3.0,FL,RENT
8391,processor,9.0,NY,RENT
8392,,,IL,MORTGAGE
8393,human resources director,2.0,MA,MORTGAGE
8394,supply chain specialists,1.0,FL,MORTGAGE
8395,business head,2.0,CA,RENT
8396,conductor,6.0,OH,MORTGAGE
8397,truck driver,2.0,TX,MORTGAGE
8398,executive assistant ,1.0,HI,MORTGAGE
8399,procurement manager,0.0,TX,MORTGAGE
8400,"director, operations finance",7.0,NH,MORTGAGE
8401,editor,2.0,NY,RENT
8402,truck driver,7.0,FL,RENT
8403,subsurface data doecialist,5.0,TX,MORTGAGE
8404,,,MS,MORTGAGE
8405,vice president,0.0,AZ,MORTGAGE
8406,teacher,3.0,LA,MORTGAGE
8407,platoon sgt,4.0,MS,MORTGAGE
8408,underground splicer,8.0,CA,OWN
8409,mechanic ,3.0,FL,RENT
8410,wealth mgmt ops/realtor,10.0,NC,MORTGAGE
8411,cap supervisor,2.0,TX,OWN
8412,lieutenant of police,10.0,IL,MORTGAGE
8413,director of operations,0.0,TX,RENT
8414,,,CA,OWN
8415,chiropractor,4.0,PA,OWN
8416,driver,1.0,CA,RENT
8417,,,MI,MORTGAGE
8418,admin assist,10.0,NJ,OWN
8419,overnight stocker,5.0,PA,MORTGAGE
8420,substitute ,0.0,MS,RENT
8421,shift lead,3.0,CA,RENT
8422,steward,4.0,TX,OWN
8423,product manager,2.0,CA,RENT
8424,accountant,3.0,MO,MORTGAGE
8425,director of asset management,2.0,FL,OWN
8426,registered nurse,9.0,GA,MORTGAGE
8427,nurse,10.0,FL,MORTGAGE
8428,qa associate,2.0,NJ,MORTGAGE
8429,nursing assistance gna,4.0,MD,RENT
8430,h b c cor,10.0,KY,MORTGAGE
8431,paralegal,9.0,MI,MORTGAGE
8432,customer service ,10.0,TX,MORTGAGE
8433,,,FL,RENT
8434,,,IL,RENT
8435,hospital sales rep,0.0,TX,MORTGAGE
8436,sales,10.0,CA,RENT
8437,sole proprietor,10.0,CO,MORTGAGE
8438,computer technical engineer,10.0,NC,MORTGAGE
8439,quality control inspector ,10.0,TX,OWN
8440,physical therapist assistant ,2.0,NV,MORTGAGE
8441,operator,4.0,PA,MORTGAGE
8442,painter,10.0,SD,MORTGAGE
8443,engineer,1.0,FL,MORTGAGE
8444,event planner,3.0,PA,MORTGAGE
8445,supervisor ,4.0,AK,RENT
8446,office manager,10.0,TX,MORTGAGE
8447,manager,10.0,CA,OWN
8448,program manager,10.0,NC,MORTGAGE
8449,police officer/investigator,10.0,MN,MORTGAGE
8450,account executive,1.0,CA,RENT
8451,merchandise,3.0,AZ,MORTGAGE
8452,driver ,7.0,PA,RENT
8453,teacher,10.0,MI,MORTGAGE
8454,sr systems engineer,10.0,FL,MORTGAGE
8455,labor worker,2.0,CA,OWN
8456,day porter ,3.0,MA,RENT
8457,project manager,10.0,KY,RENT
8458,physician assistant,10.0,SC,MORTGAGE
8459,web content manager,0.0,TX,OWN
8460,content marketing specialist,0.0,NY,RENT
8461,manager early career development ,6.0,NC,OWN
8462,csr/checker,10.0,CA,MORTGAGE
8463,certified medical assistant,3.0,MN,MORTGAGE
8464,career and transition,10.0,VA,MORTGAGE
8465,technical engineer,5.0,MN,MORTGAGE
8466,it,2.0,CA,RENT
8467,general manager,10.0,CA,MORTGAGE
8468,,,NJ,OWN
8469,manager,1.0,CT,RENT
8470,drill instructor ,8.0,CA,RENT
8471,qa/qc inspector,2.0,NM,MORTGAGE
8472,hr coordinator,3.0,TN,MORTGAGE
8473,quality ,4.0,OH,MORTGAGE
8474,manager,3.0,MD,MORTGAGE
8475,deputy clerk,2.0,OH,MORTGAGE
8476,owner,10.0,TX,MORTGAGE
8477,human capital consultant,1.0,VA,MORTGAGE
8478,mailroom/ site manager,3.0,CT,RENT
8479,director,0.0,NJ,MORTGAGE
8480,maintenance supervisor,10.0,NC,RENT
8481,rural carrier,4.0,LA,MORTGAGE
8482,management ,10.0,CA,RENT
8483,sen project engineer,10.0,IL,RENT
8484,sample seamstress,9.0,CA,RENT
8485,mason,10.0,MA,RENT
8486,medical claims examiner,10.0,NJ,RENT
8487,compliance manager,10.0,CT,OWN
8488,registered nurse,10.0,MD,MORTGAGE
8489,advancement officer,0.0,MD,RENT
8490,management,10.0,ME,MORTGAGE
8491,customer service representative,3.0,OH,RENT
8492,loan processor,6.0,MD,RENT
8493,driver,10.0,VA,MORTGAGE
8494,"manager, fraud dept",2.0,CA,MORTGAGE
8495,construction manager,8.0,GA,MORTGAGE
8496,office manager ,10.0,MN,RENT
8497,painter,10.0,CA,RENT
8498,teacher,3.0,TX,OWN
8499,manager,8.0,CA,RENT
8500,teacher,5.0,OR,MORTGAGE
8501,rn,4.0,TX,RENT
8502,staff specialist,0.0,MD,RENT
8503,leasing manager,3.0,NJ,OWN
8504,vp corprate communications ,5.0,GA,MORTGAGE
8505,graphic artist,2.0,NY,RENT
8506,teacher,10.0,CT,MORTGAGE
8507,executive producer/on-air personality,5.0,CA,OWN
8508,administrator,10.0,MI,OWN
8509,realtor,10.0,AL,OWN
8510,,,RI,RENT
8511,cfo,4.0,CO,MORTGAGE
8512,manager,10.0,TX,MORTGAGE
8513,corrections officers 3,7.0,PA,RENT
8514,software consultant,10.0,FL,RENT
8515,fire hydrant tech,5.0,TX,MORTGAGE
8516,,,FL,MORTGAGE
8517,mail handler,10.0,CA,RENT
8518,assistant director,4.0,VT,RENT
8519,cake decorator ,6.0,NY,RENT
8520,maintenance ,10.0,NY,RENT
8521,office manager,4.0,TX,MORTGAGE
8522,operators,10.0,FL,MORTGAGE
8523,manager,8.0,CA,RENT
8524,telephone techician/ supervisor,10.0,CT,RENT
8525,rda ,10.0,CA,OWN
8526,communications manager,9.0,CO,MORTGAGE
8527,process associate,10.0,AL,MORTGAGE
8528,mgr - customer qa,10.0,WI,MORTGAGE
8529,insurance agent,8.0,CA,RENT
8530,server,2.0,NY,RENT
8531,optical manager,3.0,TX,MORTGAGE
8532,registered nurse,3.0,CA,RENT
8533,plant manager ,7.0,NY,MORTGAGE
8534,,,TX,MORTGAGE
8535,visa and passport specialist,2.0,NY,OWN
8536,road driver,10.0,AL,MORTGAGE
8537,teacher,10.0,TX,OWN
8538,sr account executive,9.0,TX,MORTGAGE
8539,postmaster,10.0,CA,MORTGAGE
8540,vice president/training & development,10.0,KS,MORTGAGE
8541,executive vice president,10.0,TN,MORTGAGE
8542,interpreter ,1.0,PA,RENT
8543,laborer,4.0,WY,RENT
8544,production,6.0,IN,MORTGAGE
8545,industrial engineer 2 ,5.0,MS,OWN
8546,skip tracer,1.0,UT,RENT
8547,post production supervisor,1.0,WA,RENT
8548,,,NV,RENT
8549,district sales manager,3.0,CA,MORTGAGE
8550,proposal coordinator,9.0,MD,MORTGAGE
8551,paralegal,5.0,NV,MORTGAGE
8552,automation,10.0,TX,MORTGAGE
8553,account manager,10.0,CO,MORTGAGE
8554,,,SC,MORTGAGE
8555,driver,0.0,VA,MORTGAGE
8556,secretary,10.0,CA,RENT
8557,,,KY,RENT
8558,delivery associate ,5.0,NY,MORTGAGE
8559,transportation driver,6.0,FL,MORTGAGE
8560,store manager,10.0,AZ,MORTGAGE
8561,stocker,10.0,AZ,MORTGAGE
8562,engineering ,7.0,IL,RENT
8563,,,VA,RENT
8564,,,ID,OWN
8565,title 1 interventions ,4.0,FL,RENT
8566,director of strategic partnerships,0.0,MI,RENT
8567,lpn,2.0,VA,OWN
8568,customer service,7.0,NY,RENT
8569,professor,10.0,PA,MORTGAGE
8570,software engineer ,8.0,TX,RENT
8571,office administrator,1.0,NJ,RENT
8572,registered nurse,4.0,NY,OWN
8573,foreman ,10.0,TN,MORTGAGE
8574,underwriter,0.0,CA,MORTGAGE
8575,property administrator,10.0,NY,OWN
8576,assistant manager ,5.0,CO,RENT
8577,daycare,10.0,NE,OWN
8578,teller,10.0,IL,MORTGAGE
8579,sales represetative,10.0,AR,MORTGAGE
8580,doo,3.0,GA,MORTGAGE
8581,lead mechanic ,10.0,TN,MORTGAGE
8582,owner,10.0,CA,MORTGAGE
8583,rental management,10.0,WY,MORTGAGE
8584,attorney,0.0,KS,MORTGAGE
8585,engineer,2.0,PA,RENT
8586,registered nurse,10.0,CT,MORTGAGE
8587,erp manager,7.0,IN,MORTGAGE
8588,mathematical statistician,3.0,VA,MORTGAGE
8589,administrative secretary,2.0,CA,MORTGAGE
8590,machine operator ,10.0,AL,MORTGAGE
8591,mechanic,1.0,NJ,OWN
8592,hair stylist,10.0,AZ,OWN
8593,team leader,0.0,OH,RENT
8594,assistant supervisor ,1.0,HI,MORTGAGE
8595,,,TX,OWN
8596,manager,10.0,TX,RENT
8597,network technician,3.0,MD,RENT
8598,driver,1.0,CA,RENT
8599,director ,5.0,NY,OWN
8600,assistant ,5.0,NY,RENT
8601,bookkeeper,4.0,CA,RENT
8602,ceo,10.0,CT,MORTGAGE
8603,photographer,4.0,CT,RENT
8604,partner,3.0,NC,MORTGAGE
8605,home lending officer,2.0,CA,RENT
8606,teacher,10.0,GA,MORTGAGE
8607,teacher,10.0,CA,MORTGAGE
8608,vice principal,10.0,CA,RENT
8609,hvac service technician ,1.0,SD,MORTGAGE
8610,youth development specialist,4.0,CA,RENT
8611,operator ,1.0,CO,MORTGAGE
8612,network installer,3.0,CA,RENT
8613,project accountant,1.0,AZ,MORTGAGE
8614,operations manager,4.0,NY,RENT
8615,honor health,5.0,AZ,MORTGAGE
8616,owner,10.0,NC,MORTGAGE
8617,relationship manager,0.0,IL,RENT
8618,manager,2.0,CA,RENT
8619,photography agent,4.0,NY,RENT
8620,owner,0.0,KY,MORTGAGE
8621,analyst,1.0,NJ,MORTGAGE
8622,chaplain,3.0,TX,MORTGAGE
8623,salesperson - yearbooks,10.0,MI,MORTGAGE
8624,coin operator,10.0,CO,MORTGAGE
8625,owner,8.0,MO,MORTGAGE
8626,r e appraiser,10.0,MI,MORTGAGE
8627,,,FL,OWN
8628,driver,10.0,CA,RENT
8629,claims assistant,0.0,IL,RENT
8630,parking manager ,2.0,CA,RENT
8631,vice president,10.0,IL,MORTGAGE
8632,correctional officer,10.0,CA,MORTGAGE
8633,implementation consultant,0.0,FL,MORTGAGE
8634,sales,6.0,MI,RENT
8635,"supervisor, ada field surveillance",10.0,NJ,MORTGAGE
8636,,,OH,MORTGAGE
8637,senior accountant,4.0,TX,MORTGAGE
8638,marketing coordinator,0.0,NY,RENT
8639,operations manager,10.0,FL,MORTGAGE
8640,math teacher,2.0,AZ,RENT
8641,,,CA,MORTGAGE
8642,plumber,4.0,NY,RENT
8643,tool and die maker,10.0,FL,MORTGAGE
8644,ach product consultant,10.0,PA,OWN
8645,hr/pr administrator,4.0,WA,RENT
8646,superintended,10.0,TX,MORTGAGE
8647,division chief,10.0,VA,MORTGAGE
8648,senior visual designer,0.0,SC,RENT
8649,medical assistant ,0.0,OH,OWN
8650,sales,7.0,CA,RENT
8651,general manager,10.0,VA,RENT
8652,truck driver,10.0,NJ,MORTGAGE
8653,senior consultant,5.0,KY,OWN
8654,,,CT,RENT
8655,police,10.0,FL,MORTGAGE
8656,construction manager,4.0,GA,MORTGAGE
8657,project controls supervisor,10.0,TN,MORTGAGE
8658,billing & admin,10.0,WA,OWN
8659,manager,5.0,CO,MORTGAGE
8660,card services supervisor,10.0,VA,RENT
8661,service plumber,7.0,FL,OWN
8662,early childhood teacher,10.0,NC,MORTGAGE
8663,coding facilitator,10.0,WI,MORTGAGE
8664,teacher,7.0,WV,MORTGAGE
8665,city council,10.0,AR,OWN
8666,education site manager,1.0,MA,RENT
8667,,,NY,MORTGAGE
8668,service manager,1.0,OK,MORTGAGE
8669,director,10.0,OK,MORTGAGE
8670,vice president - operations,10.0,OH,MORTGAGE
8671,owner / operator,6.0,NY,RENT
8672,hair stylist,10.0,MI,MORTGAGE
8673,pastor,5.0,NE,RENT
8674,public safety officer,2.0,NY,OWN
8675,dental assistant,10.0,NY,MORTGAGE
8676,assistant principal,10.0,TX,RENT
8677,program mgr,10.0,TX,MORTGAGE
8678,nail tech,3.0,IL,MORTGAGE
8679,engineer,2.0,NC,RENT
8680,cardiac tech,4.0,IL,RENT
8681,,,WA,RENT
8682,marketing specialist,2.0,FL,RENT
8683,,,FL,MORTGAGE
8684,full time hub person,10.0,CA,RENT
8685,registered nurse,3.0,TX,MORTGAGE
8686,,,FL,OWN
8687,sales coordinator,5.0,MA,MORTGAGE
8688,cashier,2.0,OH,MORTGAGE
8689,assistant manager ,10.0,FL,MORTGAGE
8690,claims advisor,3.0,FL,MORTGAGE
8691,engineer,6.0,TX,OWN
8692,product specialist,5.0,TX,OWN
8693,co owner,4.0,CT,RENT
8694,medical assistant,6.0,NC,MORTGAGE
8695,senior speciailst ,10.0,CO,RENT
8696,cfo,10.0,AL,MORTGAGE
8697,,,LA,RENT
8698,technician,9.0,PA,MORTGAGE
8699,electrician,2.0,CO,MORTGAGE
8700,senior manager permitting,10.0,TX,MORTGAGE
8701,administrative assistant,10.0,TX,MORTGAGE
8702,sales and marketing,0.0,LA,MORTGAGE
8703,driver,0.0,NV,MORTGAGE
8704,manager,3.0,MD,MORTGAGE
8705,quarry manager ,7.0,CA,RENT
8706,hha,2.0,OH,RENT
8707,manager,10.0,MD,MORTGAGE
8708,assistant supervisor,10.0,LA,MORTGAGE
8709,assistant principal,1.0,NC,RENT
8710,teachers aide,5.0,CA,MORTGAGE
8711,accounting specialist,10.0,VA,RENT
8712,teacher,10.0,MD,OWN
8713,substitute teacher,10.0,SC,OWN
8714,paralegal,10.0,OR,MORTGAGE
8715,project manager,1.0,IL,RENT
8716,,,CA,RENT
8717,screening supervisor,10.0,CA,RENT
8718,slot keyperson ,10.0,AZ,RENT
8719,executive director,3.0,WI,MORTGAGE
8720,admin asst,4.0,PA,MORTGAGE
8721,,,TX,MORTGAGE
8722,delivery driver,10.0,TX,RENT
8723,,,VA,RENT
8724,rep,0.0,CA,RENT
8725,maintenence,10.0,PA,MORTGAGE
8726,production tempering assembly,4.0,IN,OWN
8727,line operator,3.0,OH,RENT
8728,public safety manager,10.0,KS,MORTGAGE
8729,auto technician ,5.0,TX,MORTGAGE
8730,vp-lending application manager,0.0,WI,MORTGAGE
8731,sr unix administrator,2.0,TX,MORTGAGE
8732,research associate,6.0,CA,RENT
8733,process technician,10.0,TX,OWN
8734,executive chef,1.0,NJ,MORTGAGE
8735,meatcutter helper,7.0,MD,RENT
8736,director,5.0,NE,MORTGAGE
8737,president,5.0,MA,RENT
8738,supervisor ,10.0,GA,OWN
8739,driver,2.0,GA,MORTGAGE
8740,classification sergeant,10.0,ME,MORTGAGE
8741,assistant general manager,4.0,OH,MORTGAGE
8742,bookkeeper,7.0,FL,RENT
8743,quality assurance manager,10.0,GA,MORTGAGE
8744,vice president regional property mgr,10.0,VA,MORTGAGE
8745,operating engineer,10.0,NJ,MORTGAGE
8746,exam coordinator/technology specialist,4.0,IL,MORTGAGE
8747,manager,3.0,UT,MORTGAGE
8748,camp manager ,9.0,NY,MORTGAGE
8749,managing member,3.0,NY,OWN
8750,dueno,2.0,MO,RENT
8751,owner,4.0,IL,RENT
8752,executive ceo assistant,10.0,TX,MORTGAGE
8753,quality control,10.0,CA,RENT
8754,sales,0.0,CT,MORTGAGE
8755,broker-associate,10.0,NJ,MORTGAGE
8756,general sales manager,10.0,CO,MORTGAGE
8757,corporal,10.0,TX,RENT
8758,merchandiser,10.0,TN,OWN
8759,,,GA,RENT
8760,town manager,10.0,NC,MORTGAGE
8761,underwriter,10.0,RI,MORTGAGE
8762,lead engineer,10.0,CA,RENT
8763,manager ,7.0,WA,RENT
8764,inside sales,2.0,MO,MORTGAGE
8765,project manager ,4.0,IL,MORTGAGE
8766,rn,4.0,FL,MORTGAGE
8767,shift supervisor,6.0,FL,OWN
8768,electrical contractor supervisor,10.0,FL,MORTGAGE
8769,admin asst,2.0,HI,OWN
8770,marketing director,2.0,PA,RENT
8771,chief inspector ,10.0,TX,MORTGAGE
8772,admin assistant,1.0,NJ,OWN
8773,"information associat, sr",10.0,AZ,OWN
8774,realtor associate,5.0,FL,OWN
8775,,,OH,MORTGAGE
8776,court reporter,9.0,TX,OWN
8777,superintendent,10.0,UT,MORTGAGE
8778,mental health worker,10.0,NY,RENT
8779,legal instruments examiner,1.0,WV,RENT
8780,technician,2.0,WA,RENT
8781,firefighter/technician ,10.0,CO,MORTGAGE
8782,registered nurse,5.0,NJ,RENT
8783,announcer,10.0,NC,RENT
8784,"director, executive search ",10.0,GA,MORTGAGE
8785,collections representative ,2.0,AZ,RENT
8786,machine operator,1.0,CA,RENT
8787,city carrier,10.0,CO,MORTGAGE
8788,account manager,10.0,SC,MORTGAGE
8789,fire fighter,10.0,MI,RENT
8790,"svp, public policy",10.0,FL,MORTGAGE
8791,mortgage loan processor,3.0,CA,RENT
8792,sr network engineer,10.0,NC,MORTGAGE
8793,,,TX,OWN
8794,engineer,3.0,FL,MORTGAGE
8795,administrative services manager,5.0,CA,MORTGAGE
8796,owner ,10.0,PA,MORTGAGE
8797,food scientist,0.0,TX,MORTGAGE
8798,team leader,10.0,NJ,RENT
8799,sales rep,9.0,NJ,RENT
8800,engineer,3.0,CA,MORTGAGE
8801,fire and safety engineer,10.0,TX,MORTGAGE
8802,supervisor ,10.0,NY,MORTGAGE
8803,flight attendant,10.0,CO,MORTGAGE
8804,rn,3.0,NC,MORTGAGE
8805,admin,1.0,OR,MORTGAGE
8806,rn,10.0,GA,MORTGAGE
8807,aviation safety inspector,4.0,GA,MORTGAGE
8808,engineering tech,2.0,WI,MORTGAGE
8809,benefits clerk,2.0,PA,MORTGAGE
8810,telecommunications ,10.0,IL,OWN
8811,trainmaster,10.0,MO,MORTGAGE
8812,bim manager,1.0,CA,MORTGAGE
8813,graphic artist,5.0,CA,RENT
8814,educator,6.0,CA,RENT
8815,auto worker,10.0,DE,MORTGAGE
8816,corporate operations director,10.0,FL,MORTGAGE
8817,help desk technician,0.0,MO,RENT
8818,aid,5.0,CA,MORTGAGE
8819,accounting spe,2.0,TX,RENT
8820,,,CO,MORTGAGE
8821,,,MI,OWN
8822,machinist/manager,10.0,MO,RENT
8823,assistant dir rn,7.0,CA,MORTGAGE
8824,elementary building engineer ,10.0,CO,MORTGAGE
8825,houskeepeng ,2.0,NY,RENT
8826,controller,0.0,TN,RENT
8827,applications engineer,10.0,OK,MORTGAGE
8828,,,NY,RENT
8829,administrative,10.0,MI,MORTGAGE
8830,teacher,10.0,FL,RENT
8831,e7,10.0,FL,MORTGAGE
8832,frame builder,5.0,NC,MORTGAGE
8833,rn,9.0,TN,MORTGAGE
8834,is specialist,10.0,CA,MORTGAGE
8835,implementation tech,5.0,FL,OWN
8836,engineer,2.0,TX,RENT
8837,personal trainer ,1.0,FL,RENT
8838,owner,6.0,PA,OWN
8839,jobsite supervision,10.0,IN,MORTGAGE
8840,social worker,10.0,NJ,OWN
8841,consultant,4.0,MN,MORTGAGE
8842,account executive ,10.0,VA,OWN
8843,firefighter,10.0,OH,MORTGAGE
8844,waitress,10.0,TX,RENT
8845,supervisor,10.0,MD,MORTGAGE
8846,manager,8.0,NY,RENT
8847,talent acquisition manager,2.0,DC,RENT
8848,teacher,10.0,FL,RENT
8849,project engineer,10.0,VA,MORTGAGE
8850,call center director,10.0,TX,MORTGAGE
8851,pharmacy manager,2.0,TX,MORTGAGE
8852,feeder driver,3.0,IL,RENT
8853,operations mgr,5.0,AL,RENT
8854,financial analyst,3.0,NM,MORTGAGE
8855,manager,2.0,IN,RENT
8856,owner,2.0,NY,MORTGAGE
8857,corporate chef,1.0,GA,RENT
8858,stylist,10.0,CA,RENT
8859,manufacturing systems technician,5.0,VA,MORTGAGE
8860,lube manager,9.0,AZ,RENT
8861,manager,10.0,NY,OWN
8862,teacher,7.0,TX,OWN
8863,senior business process specialist iii,5.0,TX,OWN
8864,mechanic,10.0,SC,OWN
8865,owner,10.0,MA,RENT
8866,revenue manager,6.0,FL,MORTGAGE
8867,assistant store manager,3.0,OH,RENT
8868,principal,4.0,TX,MORTGAGE
8869,manager,5.0,KY,MORTGAGE
8870,,,NV,OWN
8871,analyst,7.0,MI,OWN
8872,rv consultant specialist,5.0,TX,MORTGAGE
8873,vice president,10.0,IL,OWN
8874,,,MI,MORTGAGE
8875,lab tech,6.0,VA,RENT
8876,manager ,3.0,NY,RENT
8877,owner,6.0,OK,MORTGAGE
8878,school psychologist ,4.0,TX,MORTGAGE
8879,accounting dept ,10.0,NY,RENT
8880,speech pathologist,10.0,CA,MORTGAGE
8881,quality assurane test and evaluation,10.0,MI,RENT
8882,mitigation manager,10.0,CO,RENT
8883,physician,1.0,AZ,MORTGAGE
8884,sales engineer,9.0,FL,MORTGAGE
8885,records management specialist,10.0,NY,RENT
8886,general manager,2.0,CA,RENT
8887,community director,8.0,FL,RENT
8888,driver,10.0,GA,MORTGAGE
8889,software development support,10.0,WA,MORTGAGE
8890,quality control manager,10.0,FL,MORTGAGE
8891,electrical ,1.0,MI,RENT
8892,secretary,1.0,TX,RENT
8893,loan officer,1.0,NC,RENT
8894,accountant,7.0,MD,MORTGAGE
8895,insurance agent,10.0,PA,RENT
8896,cust svc,10.0,FL,RENT
8897,cook,8.0,FL,OWN
8898,administrative/bookkeeper,5.0,NJ,MORTGAGE
8899,key holder,1.0,FL,RENT
8900,sales ,10.0,OR,RENT
8901,licensed vocational nurse,2.0,CA,RENT
8902,,,NJ,RENT
8903,cpa,10.0,CA,MORTGAGE
8904,relationship banker,2.0,WA,RENT
8905,customer service representative,10.0,IL,MORTGAGE
8906,contract specialist,2.0,GA,MORTGAGE
8907,accounting associate,1.0,TX,MORTGAGE
8908,,,GA,MORTGAGE
8909,consultant,6.0,IN,OWN
8910,medical lab tech,5.0,VA,MORTGAGE
8911,analyst,3.0,PA,MORTGAGE
8912,,,NC,MORTGAGE
8913,communications specialist ,10.0,WI,MORTGAGE
8914,,,VA,MORTGAGE
8915,pharm tech,0.0,TX,RENT
8916,driver,2.0,OH,OWN
8917,seafood manager,10.0,NJ,MORTGAGE
8918,booth renter/stylist,3.0,SC,RENT
8919,sr security consultant,4.0,NV,RENT
8920,production,0.0,IN,RENT
8921,,,OH,RENT
8922,owner,8.0,CA,RENT
8923,server,0.0,NH,RENT
8924,software engineer,10.0,TX,MORTGAGE
8925,,,FL,RENT
8926,supervisor,7.0,NY,RENT
8927,manager,10.0,NY,RENT
8928,drover,2.0,MS,MORTGAGE
8929,legal processes coordinator,2.0,IL,MORTGAGE
8930,,,GA,MORTGAGE
8931,owner,10.0,WA,MORTGAGE
8932,staff accountant,3.0,NC,RENT
8933,pta,2.0,MI,MORTGAGE
8934,owner,10.0,TX,MORTGAGE
8935,airline captain,10.0,GA,MORTGAGE
8936,central indiana analogies,5.0,IN,MORTGAGE
8937,dental assistant,10.0,TN,MORTGAGE
8938,sps,0.0,MN,MORTGAGE
8939,president,10.0,FL,OWN
8940,advisor,10.0,CT,OWN
8941,writer,5.0,CA,RENT
8942,ceo,8.0,CA,OWN
8943,independent contractor ,4.0,CA,RENT
8944,city carrier assistant,1.0,WA,RENT
8945,certified medical assistant,10.0,CA,RENT
8946,b tech,0.0,AZ,MORTGAGE
8947,financial analyst,1.0,NY,MORTGAGE
8948,carpenter,10.0,CA,MORTGAGE
8949,truck driver,6.0,AZ,RENT
8950,technical support analyst ,3.0,GA,MORTGAGE
8951,owner,5.0,NC,RENT
8952,sr compensation analyst,6.0,WI,MORTGAGE
8953,,,NH,MORTGAGE
8954,quality assurance specialist,10.0,NH,MORTGAGE
8955,regional credit center assistant manager,6.0,ME,RENT
8956,,,VA,RENT
8957,senior system engineer,10.0,IL,MORTGAGE
8958,general manager,10.0,SC,MORTGAGE
8959,analyst,3.0,NY,RENT
8960,,,NY,MORTGAGE
8961,haul truck driver,0.0,AZ,RENT
8962,customer service advisor,2.0,MD,MORTGAGE
8963,,,AZ,RENT
8964,assistant vice president,7.0,NY,MORTGAGE
8965,customer success manager,5.0,CA,RENT
8966,teacher,3.0,IN,MORTGAGE
8967,,,OK,OWN
8968,strategic account director,1.0,WI,RENT
8969,sales manager,2.0,GA,RENT
8970,techinology cooridinator,10.0,FL,MORTGAGE
8971,day care,1.0,NY,MORTGAGE
8972,sr social marketing strategist,1.0,CA,RENT
8973,driver,3.0,NY,RENT
8974,clerk,5.0,NY,RENT
8975,lead systems administrator ,10.0,CA,MORTGAGE
8976,associate,2.0,TX,OWN
8977,installer/technician,10.0,MD,MORTGAGE
8978,pilot,10.0,TX,MORTGAGE
8979,loan processor,5.0,SC,MORTGAGE
8980,maintenance tech ,2.0,NC,OWN
8981,registered nurse ,2.0,MD,OWN
8982,software engineer,9.0,CA,MORTGAGE
8983,branch manager,2.0,AK,RENT
8984,sales,1.0,RI,RENT
8985,rn clinical informatics coordinator ,3.0,AK,MORTGAGE
8986,software developer,2.0,TX,RENT
8987,owner ,10.0,MA,MORTGAGE
8988,housekeeping manager,8.0,NY,RENT
8989,regional sales manager,5.0,ID,OWN
8990,house keeper,5.0,WA,MORTGAGE
8991,teacher'saide,7.0,TX,MORTGAGE
8992,,,AL,MORTGAGE
8993,contracts manager,0.0,NC,OWN
8994,conusultant,2.0,TX,RENT
8995,director of career center,10.0,MT,MORTGAGE
8996,warehouse manager,5.0,CA,RENT
8997,production manager,10.0,GA,MORTGAGE
8998,customer service/lpn,10.0,NJ,RENT
8999,pm/pdm tech,10.0,CA,RENT
9000,broker,3.0,OR,RENT
9001,vp,3.0,NC,MORTGAGE
9002,management & program analyst,7.0,MD,MORTGAGE
9003,accountant,10.0,PA,OWN
